1	28
1	33
1	34
1	37
1	41
1	43
2	28
2	30
2	32
2	33
2	34
2	36
2	43
3	28
3	30
3	32
3	33
3	34
3	36
3	37
3	43
3	45
4	81
5	45
5	46
5	50
5	57
5	67
5	68
5	72
5	73
5	74
5	81
6	44
6	45
6	73
7	44
7	46
7	57
7	59
7	67
7	68
7	72
7	73
8	46
8	57
8	67
8	68
8	72
8	73
9	46
9	54
9	59
9	68
10	46
10	57
10	59
10	67
11	46
11	57
12	46
12	67
12	72
13	46
13	57
13	67
13	73
14	46
15	45
15	46
15	50
15	67
15	68
16	44
16	45
16	46
16	57
16	59
16	65
16	67
16	69
16	72
16	77
17	57
17	59
17	67
17	68
17	73
18	27
18	41
18	45
18	46
18	54
18	57
18	59
18	68
19	27
19	41
19	45
19	46
19	54
19	57
19	59
20	7
20	27
20	33
20	41
20	43
20	45
20	68
20	74
21	27
21	41
21	45
21	73
21	74
22	27
22	32
22	34
22	41
22	73
23	27
23	32
23	45
24	27
24	28
24	32
25	45
25	67
25	68
25	72
26	45
26	67
26	69
26	73
27	51
28	44
28	46
28	54
28	57
28	59
28	60
29	51
29	52
29	53
30	36
30	44
30	45
30	46
30	50
30	51
30	53
30	54
30	57
30	59
31	45
31	59
32	44
32	45
32	46
32	51
32	52
32	53
32	54
32	59
32	60
32	61
32	69
32	73
33	44
33	45
33	46
33	50
33	51
33	52
33	53
33	54
33	57
33	59
33	60
33	67
33	73
33	75
33	77
33	81
34	44
34	46
34	50
34	51
34	52
34	57
34	59
34	60
34	61
34	63
34	67
34	73
34	76
35	44
35	45
35	46
35	52
35	54
35	55
35	57
35	59
35	60
35	61
35	66
35	67
35	73
35	76
35	77
36	35
36	36
36	44
36	45
36	46
36	52
36	53
36	55
36	57
36	59
36	60
36	61
36	64
36	65
36	73
36	76
36	77
36	78
37	36
37	44
37	45
37	51
37	53
37	54
37	57
37	59
37	60
38	44
38	54
38	59
39	44
39	50
39	53
39	57
39	59
39	67
40	44
40	46
40	52
40	53
40	54
40	57
40	59
40	61
40	62
40	63
40	64
40	65
40	67
40	73
40	74
40	76
41	27
41	28
41	32
41	33
41	36
41	37
41	40
41	41
41	44
41	45
41	46
41	47
41	48
41	52
41	53
41	54
41	56
41	57
41	58
41	59
41	60
41	61
41	63
41	64
41	65
41	66
41	68
41	70
41	71
41	72
41	73
41	74
41	77
41	81
42	44
42	45
42	46
42	49
42	52
42	53
42	57
42	59
42	61
42	64
42	73
42	76
43	44
43	45
43	46
43	51
43	52
43	53
43	54
43	57
43	59
43	60
43	67
44	44
44	46
44	50
44	52
44	53
44	54
44	57
44	61
44	65
44	67
44	69
44	73
44	75
44	76
45	46
45	53
45	57
45	67
45	72
45	73
45	74
45	75
45	79
45	81
46	45
46	46
46	54
46	57
46	60
46	67
46	75
46	80
46	81
47	57
47	75
47	80
47	81
47	82
48	61
48	82
49	61
50	82
51	82
52	82
53	82
54	52
54	81
54	82
55	82
57	82
58	82
59	82
60	82
61	82
62	82
63	82
64	82
65	82
66	82
67	79
67	82
68	81
69	81
70	81
71	67
71	76
72	82
73	82
74	82
75	82
76	82
77	82
78	82
